"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"First Summer Session 1997","3975SS1","","","LAW","LAW","B501","2168","","HICKS J","0","38",".00","3.23","97","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0","07-17-1997",
"First Summer Session 1997","3975SS1","","","LAW","LAW","B531","2169","","GJERDINGEN D","0","34",".00","3.22","100","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","07-17-1997",
"First Summer Session 1997","3975SS1","","","LAW","LAW","B600","2331","","AMAN A","0","6",".00","3.01","100","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","07-17-1997",
"First Summer Session 1997","3975SS1","","","LAW","LAW","B620","2148","","FROMM L","22","22","3.33","3.04","100","27.3","72.7","0","0","0","0","0","6","10","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","07-17-1997",
"First Summer Session 1997","3975SS1","","","LAW","LAW","B698","2159","","ROBEL L","0","6",".00","3.23","100","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","07-17-1997",
"First Summer Session 1997","3975SS1","","","LAW","LAW","B706","2161","","AMAN A","0","15",".00","3.08","87","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","14","0","0","07-17-1997",
"First Summer Session 1997","3975SS1","","","LAW","LAW","B710","2163","","AMAN A","0","5",".00","3.00","100","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","07-17-1997",
"First Summer Session 1997","3975SS1","","","LAW","LAW","B710","2164","","AMAN A","0","52",".00","3.04","98","0","0","0","0","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","50","0","0","07-17-1997",
"First Summer Session 1997","3975SS1","","","LAW","LAW","B745","2329","","SHREVE G","0","50",".00","2.99","100","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","46","1","0","07-17-1997",
"First Summer Session 1997","3975SS1","","","LAW","LAW","B774","2170","","SPALDING R","0","22",".00","3.03","100","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","19","0","0","07-17-1997",
"Spring 1997","3972","","","LAW","LAW","B502","6372","","GJERDINGEN D","78","79","3.12","3.10","100","14.1","84.6","1.3","0","1","0","2","9","22","29","15","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B502","6373","","BETHEL T","0","108",".00","3.04","100","0","0","0","0","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B513","6374","","HENDERSON L","0","62",".00","3.02","97","0","0","0","0","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","61","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B513","6375","","SCANLAN J","0","37",".00","3.14","100","0","0","0","0","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B513","6376","","BAUDE P","133","133","3.10","3.07","98","17.3","82",".8","0","0","0","10","13","25","41","43","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B521","6377","","GELLIS A","89","89","3.03","3.06","99","9","82","9","0","0","0","4","4","21","38","14","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B521","6378","","STAKE J","135","136","3.10","3.07","100","19.3","70.4","10.4","0","1","0","4","22","36","35","24","13","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B534","6379","","ROBEL L","0","118",".00","3.07","100","0","0","0","0","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B534","6380","","SHREVE G","104","104","3.06","3.05","100","20.2","68.3","11.5","0","0","0","4","17","22","25","24","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B543","6381","","LAHN S","0","24",".00","3.10","100","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B543","6382","","REICHARD C","0","27",".00","3.08","100","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","26","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B543","6383","","AKARD S","0","23",".00","3.06","100","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B543","6384","","STUART S","0","25",".00","3.06","100","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B543","6385","","AKARD S","0","22",".00","3.04","100","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","21","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B543","6386","","GOODMAN S","0","27",".00","3.06","100","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B543","6387","","GOODMAN S","0","22",".00","2.98","100","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B543","6388","","STUART S","0","24",".00","3.06","100","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B543","8641","","CROSSON C","0","26",".00","3.07","100","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B543","8642","","FARNSWORTH L","0","34",".00","3.30","100","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","32","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B600","8350","","AMAN A","0","53",".00","3.11","96","0","0","0","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","11","0","0","35","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B601","6404","","BRADLEY C","79","93","3.00","3.17","100","21.5","58.2","20.3","0","14","2","4","11","11","18","17","13","3","0","0","0","0","0","1","13","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B608","6405","","CONRAD S","16","21","3.22","3.14","90","31.3","68.8","0","0","5","0","0","5","4","3","4","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B608","8569","","MARSHALL C","83","94","2.98","3.09","99","10.8","80.7","8.4","0","11","0","3","6","19","17","31","7","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B614","6406","","ROLLOCK A","42","47","3.10","3.11","96","14.3","81","4.8","0","5","0","3","3","11","14","9","2","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B614","6407","","ORENSTEIN A","40","41","3.02","3.16","100","15","77.5","7.5","0","1","0","2","4","10","5","16","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B615","6408","","STAKE J","22","29","3.10","3.08","93","18.2","68.2","13.6","0","7","0","4","0","7","3","5","2","1","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B620","6409","","FROMM L","16","21","3.23","3.14","90","25","75","0","0","5","0","0","4","5","5","2","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B623","6411","","HUGHES S","0","77",".00","3.10","99","0","0","0","0","77","0","0","0","0","0","0","0","0","0","0","0","0","0","1","8","0","0","0","0","0","68","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B624","8351","","MARKELL B","56","63","3.11","3.12","94","30.4","53.6","16.1","0","7","0","6","11","10","12","8","4","4","1","0","0","0","0","0","4","1","0","0","0","0","0","2","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B631","8352","","LORCH B","10","15","3.70","3.04","100","70","30","0","0","5","0","4","3","3","0","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","1","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B642","6412","","RIGGS S","0","9",".00","3.18","100","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B645","6413","","GJERDINGEN D","73","77","3.10","3.10","97","12.3","87.7","0","0","4","0","3","6","22","21","21","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B648","6414","","HICKS J","39","46","3.10","3.12","100","23.1","64.1","12.8","0","7","0","3","6","8","10","7","5","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B650","6415","","JOHNSON S","138","144","3.11","3.17","98","24.6","66.7","8.7","0","6","0","13","21","27","25","40","11","1","0","0","0","0","0","1","4","0","0","0","0","0","0","1","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B651","8353","","SHREVE M","26","32","3.15","3.13","91","26.9","57.7","15.4","0","6","0","4","3","7","4","4","3","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B653","6416","","ROLLOCK A","0","120",".00","3.14","98","0","0","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","116","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B654","6417","","HEIDT R","12","13","2.94","3.07","92","16.7","58.3","25","0","1","0","0","2","4","2","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B661","6418","","DWORKIN R","66","77","3.03","3.14","100","22.7","56.1","21.2","0","11","0","4","11","18","8","11","9","3","2","0","0","0","0","2","9","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B662","6419","","CATE F","55","65","3.09","3.02","97","16.4","72.7","10.9","0","10","0","4","5","17","14","9","4","2","0","0","0","0","0","2","7","1","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B666","6421","","HICKS J","17","25","3.23","3.18","100","29.4","58.8","11.8","0","8","1","3","1","3","7","0","1","1","0","0","0","0","0","0","2","6","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B670","8356","","CARDOZA P","41","57","3.15","3.14","95","31.7","56.1","12.2","0","16","0","5","8","7","9","7","2","3","0","0","0","0","0","1","15","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B672","6422","","MARKELL B","83","92","2.98","3.11","98","20.5","60.2","19.3","0","9","0","7","10","13","17","20","11","2","3","0","0","0","0","0","9","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B674","6423","","WILLIAMS D","0","12",".00","3.45","100","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B674","6425","","CATE F","0","11",".00","3.17","100","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","10","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B674","6428","","AMAN A","0","13",".00","3.27","100","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","12","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B681","6429","","JOHNSON S","14","17","3.19","3.19","100","14.3","85.7","0","0","3","0","1","1","5","5","2","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B688","6430","","TANFORD J","0","18",".00","3.16","94","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","12","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B691","6431","","ORENSTEIN A","10","13","3.48","2.96","100","30","70","0","0","3","0","3","0","6","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B696","6432","","TANFORD J","0","6",".00","3.26","100","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B698","6433","","ROBEL L","0","5",".00","3.18","100","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B706","6435","","FROMM L","8","14","3.88","3.27","100","87.5","12.5","0","0","6","0","6","1","1","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B706","6436","","FROMM L","23","63","3.83","3.24","97","82.6","17.4","0","0","40","1","15","3","3","1","0","0","0","0","0","0","0","0","3","6","31","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B710","6443","","FROMM L","0","7",".00","2.96","100","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B713","6445","","FISCHMAN R","42","51","2.97","3.13","100","21.4","59.5","19","0","9","2","6","1","1","14","10","5","1","2","0","0","0","0","0","9","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B721","6449","","HODGES E","24","27","3.28","3.15","93","41.7","50","8.3","0","3","0","7","3","3","5","4","0","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B722","6450","","TANFORD J","0","79",".00","3.13","100","0","0","0","0","79","0","0","0","0","0","0","0","0","0","0","0","0","0","3","14","0","0","0","0","0","62","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B723","6454","","TANFORD J","70","75","3.08","3.06","96","10","84.3","5.7","0","5","0","4","3","15","38","6","3","1","0","0","0","0","0","1","2","1","0","0","0","0","0","1","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B734","6455","","FROMM L","0","13",".00","3.15","100","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","12","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B734","6456","","FROMM L","0","15",".00","3.21","100","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B735","6457","","FIDLER D","30","36","3.27","3.12","94","26.7","73.3","0","0","6","0","5","3","9","7","6","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B745","6458","","SHREVE G","67","77","3.05","3.14","100","20.9","64.2","14.9","0","10","0","3","11","16","15","12","4","6","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B760","6460","","CONRAD S","5","7","3.48","3.16","100","60","40","0","0","2","0","0","3","1","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B771","6461","","GREENEBAUM E","16","19","3.36","2.99","95","25","75","0","0","3","0","2","2","8","4","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B773","8571","","SIMMONS J","19","26","3.28","3.16","77","36.8","57.9","5.3","0","7","0","5","2","3","5","3","0","1","0","0","0","0","0","0","5","2","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B783","8572","","FIDLER D","12","15","3.42","3.10","80","41.7","58.3","0","0","3","0","3","2","3","3","1","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B786","8573","","MONAHAN","0","38",".00","3.12","95","0","0","0","0","38","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","31","2","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","B788","8497","","BETHEL T","0","26",".00","3.10","92","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","21","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","L705","8357","","DWORKIN R","6","8","3.23","3.00","100","50","33.3","16.7","0","2","0","1","2","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","L713","6446","","DAU-SCHMIDT K","6","9","3.57","3.09","89","66.7","33.3","0","0","3","0","1","3","1","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","L716","6447","","CATE F","15","16","3.46","3.12","94","66.7","26.7","6.7","0","1","0","1","9","2","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","L748","6459","","HOFFMANN J","0","26",".00","2.93","100","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","L776","6463","","BRADLEY C","7","10","3.24","3.03","90","42.9","42.9","14.3","0","3","0","1","2","1","1","1","1","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","06-12-1997",
"Spring 1997","3972","","","LAW","LAW","L780","6465","","MANTERFIELD E","0","21",".00","2.97","100","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","20","0","0","06-12-1997",
"Fall 1996","3968","","","LAW","LAW","B501","6547","","GJERDINGEN D","0","93",".00","3.08","99","0","0","0","0","93","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","90","1","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B501","6549","","BETHEL T","0","114",".00","3.06","100","0","0","0","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","111","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B504","6550","","SHREVE G","0","34",".00","3.19","97","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B511","6551","","HOFFMANN J","39","39","3.00","3.00","100","20.5","64.1","15.4","0","0","0","2","6","5","10","10","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B511","6552","","BROWN K","0","45",".00","3.17","100","0","0","0","0","45","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","44","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B511","6553","","BRADLEY C","113","116","3.14","3.04","100","34.5","48.7","15.9",".9","3","0","9","30","15","32","8","13","5","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B511","8917","","HENDERSON L","33","34","3.08","3.04","97","9.1","87.9","3","0","1","0","2","1","4","23","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B531","6554","","DWORKIN R","37","40","3.04","3.11","100","13.5","78.4","8.1","0","3","0","1","4","9","10","10","3","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B531","6555","","SCHORNHORST FT","0","114",".00","3.08","100","0","0","0","0","114","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","112","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B531","6556","","HEIDT R","42","42","2.98","3.01","100","11.9","73.8","14.3","0","0","0","1","4","11","12","8","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B533","6558","","SHREVE G","104","107","3.05","3.10","100","16.3","71.2","12.5","0","3","0","5","12","18","41","15","12","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B533","6560","","ROBEL L","0","124",".00","3.05","99","0","0","0","0","124","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","122","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B542","6561","","LAHN S","0","26",".00","3.07","100","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","25","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B542","6562","","REICHARD C","0","25",".00","3.10","100","0","0","0","0","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B542","6563","","AKARD S","0","24",".00","3.07","100","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","23","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B542","6564","","STUART S","0","26",".00","3.00","100","0","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B542","6565","","AKARD S","0","23",".00","2.96","100","0","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B542","6566","","GOODMAN S","0","27",".00","3.16","100","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B542","6567","","GOODMAN S","0","24",".00","3.01","100","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","22","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B542","6568","","STUART S","0","24",".00","3.15","100","0","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","23","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B542","6569","","FARNSWORTH L","0","27",".00","3.07","100","0","0","0","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","26","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B542","8938","","CROSSON C","0","34",".00","3.19","97","0","0","0","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B554","6570","","POPKIN W","17","20","3.34","3.11","100","35.3","64.7","0","0","3","0","2","4","5","4","2","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B596","8560","","TANFORD J","37","46","3.03","3.00","100","18.9","67.6","13.5","0","9","0","2","5","4","17","4","3","1","1","0","0","0","0","1","6","2","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B600","9132","","","0","5",".00","2.82","100","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B602","8572","","BRADLEY C","75","81","3.07","3.13","99","21.3","66.7","12","0","6","0","7","9","16","17","17","6","2","1","0","0","0","0","0","5","1","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B603","6573","","CONRAD S","0","5",".00","2.95","100","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B607","8573","","GELLIS A","9","12","3.41","3.05","92","44.4","55.6","0","0","3","0","2","2","1","4","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B614","6577","","BAUDE P","20","20","3.13","3.10","100","15","80","5","0","0","0","1","2","6","7","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B614","8611","","LUNDBERG D","79","89","3.01","3.15","96","19","63.3","17.7","0","10","0","6","9","16","20","14","8","4","2","0","0","0","0","2","8","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B620","6579","","FROMM L","22","24","3.24","3.02","96","18.2","81.8","0","0","2","0","0","4","8","10","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B627","6582","","DICKSON B","19","25","3.14","3.13","100","26.3","57.9","15.8","0","6","0","3","2","2","8","1","3","0","0","0","0","0","0","1","4","0","0","0","0","0","0","1","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B629","6583","","GREENEBAUM E","16","20","3.21","2.93","100","18.8","81.3","0","0","4","0","0","3","6","5","2","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B642","6586","","CROSSON C","0","22",".00","3.22","95","0","0","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","17","0","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B645","6587","","STAKE J","121","134","3.09","3.14","99","12.4","82.6","5","0","13","0","5","10","40","35","25","3","3","0","0","0","0","0","1","9","1","0","0","0","0","0","2","0","01-23-1997",
"Fall 1996","3968","","","LAW","LAW","B646","6588","","CATE F","68","71","3.09","3.04","99","14.7","82.4","2.9","0","3","0","3","7","15","24","17","2","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","01-23-1997",
