"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2005","4052","","","LAW","LAW-B ","706","7460","","Fromm,Leonard","6","26","3.950","3.438","87.5","100","0","0","0","20","0","5","1","0","0","0","0","0","0","0","0","0","0","0","18","2","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","708","7466","","Cate,Fred H","13","17","3.438","3.324","85.7","53.8","38.5","7.7","0","4","0","4","3","2","2","1","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","710","7467","","Fromm,Leonard","11","18","3.973","3.261","100","100","0","0","0","7","0","10","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","710","7468","","Fromm,Leonard","6","10","3.783","3.135","100","83.3","16.7","0","0","4","0","3","2","1","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","713","7471","","Aman,Alfred C","45","60","3.251","3.170","95.7","24.4","75.6","0","0","15","0","6","5","12","16","6","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","1","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","717","7472","","Heidt,Robert Harold","27","33","3.126","3.237","100","11.1","81.5","7.4","0","6","0","0","3","13","5","4","2","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","719","7473","","Robling,Kevin Ray","45","52","3.231","3.160","97.8","28.9","66.7","4.4","0","7","0","5","8","6","22","2","2","0","0","0","0","0","0","0","6","0","0","0","0","0","0","1","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","720","7474","","Tanford,J. Alexander","8","9","4.000","3.099","100","100","0","0","0","1","0","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","721","7478","","Hodges,Elizabeth Perry","19","22","3.263","3.107","100","36.8","52.6","10.5","0","3","0","3","4","5","3","2","1","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","722","7479","","Kellams,Marc Reed","11","12","3.400","3.289","100","45.5","54.5","0","0","1","0","1","4","3","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","722","7480","","Vaidik,Nancy H.","10","12","3.430","3.384","100","40","60","0","0","2","0","2","2","3","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","722","7481","","Cook,Jessie Ann","11","12","3.509","3.226","100","45.5","54.5","0","0","1","1","2","2","4","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","723","7482","","Orenstein,Aviva A.","135","144","3.088","3.233","99.3","20.7","67.4","11.1",".7","9","0","13","15","37","25","29","10","4","1","1","0","0","0","0","7","0","0","0","0","0","0","2","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","725","7483","","Long,Dennis Harry","30","38","3.320","3.181","93.8","36.7","56.7","6.7","0","8","0","4","7","9","6","2","2","0","0","0","0","0","0","0","6","1","0","0","0","0","0","1","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","729","26343","","Heidt,Robert Harold","22","25","3.100","3.245","90.9","40.9","36.4","22.7","0","3","0","4","5","1","4","3","3","0","2","0","0","0","0","0","3","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","735","26344","","Ochoa,Christiana","29","37","3.159","3.350","100","20.7","72.4","6.9","0","8","0","5","1","8","7","6","1","1","0","0","0","0","0","0","7","0","0","0","0","0","0","1","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","740","7488","","Manterfield,Eric","25","28","3.344","3.125","96.2","44","56","0","0","3","0","3","8","6","2","6","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","742","26345","","Dau-Schmidt,Kenneth Glenn","12","14","3.408","3.092","91.7","58.3","41.7","0","0","2","0","0","7","2","1","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","745","7489","","Shreve,Gene Russell","33","43","3.142","3.210","100","30.3","54.5","15.2","0","10","0","4","6","7","6","5","4","0","1","0","0","0","0","1","8","0","0","0","0","0","0","1","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","748","26346","","Buxbaum,Hannah Luise","37","53","3.262","3.229","95.1","27","73","0","0","16","0","3","7","12","9","6","0","0","0","0","0","0","0","1","12","0","0","0","0","0","0","3","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","756","29898","","Brown,Kevin Dion","17","17","3.306","3.153","100","23.5","76.5","0","0","0","0","0","4","8","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","759","26347","","Fidler,David Paul","19","27","3.342","3.427","90","26.3","73.7","0","0","8","0","3","2","8","5","1","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","760","7495","","Conrad,Stephen A.","16","18","3.694","3.249","94.1","75","25","0","0","2","0","6","6","3","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","761","7497","","Purcell,Philip Monroe","8","10","3.538","3.201","75","50","50","0","0","2","0","2","2","3","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","765","26348","","Mehrotra,Ajay","9","13","3.422","3.349","90.9","66.7","22.2","11.1","0","4","0","2","4","1","0","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","768","26350","","Fischman,Robert L.","16","20","3.631","3.409","62.5","68.8","31.3","0","0","4","2","5","4","2","2","1","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","769","7499","","Hughes,Sarah Jane","27","31","3.381","3.217","100","55.6","37","7.4","0","4","2","2","11","1","8","1","2","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","06-14-2005",
"Spring 2005","4052","","","LAW","LAW-B ","775","7502","","O'bryan,Rory","16","20","3.406","3.091","100","50","50","0","0","4","1","3","4","1","5","2","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","06-14-2005",
